Timestamp,Vid,Type,Title,Status,Size,Latency
164429686,692700000,HTTP,Page 1,200,17,163488749
278943343,692700000,HTTP,Page 2,200,8,114281000
280389568,692700001,HTTP,Page 1,200,17,179734832
360362366,692700002,HTTP,Page 1,200,17,159709953
439890027,692700003,HTTP,Page 1,200,17,139169199
445312476,692700001,HTTP,Page 2,200,8,164840137
524674356,692700002,HTTP,Page 2,200,8,164195586
528398478,692700004,HTTP,Page 1,200,17,127697140
602993484,692700003,HTTP,Page 2,200,8,163021420
638084099,692700000,HTTP,Page SSL,200,8083,357561019
662109335,692700005,HTTP,Page 1,200,17,161150750
666057412,692700004,HTTP,Page 2,200,8,137543917
774099365,692700001,HTTP,Page SSL,200,8083,326971604
775389468,692700000,HTTP,Page 1,200,17,137206407
778459662,692700006,HTTP,Page 1,200,17,177490643
841113089,692700002,HTTP,Page SSL,200,8083,314665401
842353531,692700007,HTTP,Page 1,200,17,141190943
843375955,692700005,HTTP,Page 2,200,8,181180661
942092527,692700008,HTTP,Page 1,200,17,123048331
943007575,692700000,HTTP,Page 2,200,8,167470958
946503857,692700001,HTTP,Page 1,200,17,172268521
949847885,692700006,HTTP,Page 2,200,8,171245408
956318509,692700003,HTTP,Page SSL,200,8083,351781906
1013853268,692700007,HTTP,Page 2,200,8,171388483
1014851632,692700002,HTTP,Page 1,200,17,173617421
1032169233,692700004,HTTP,Page SSL,200,8083,364238824
1126432966,692700003,HTTP,Page 1,200,17,169990210
1130486769,692700009,HTTP,Page 1,200,17,201410599
1134492852,692700008,HTTP,Page 2,200,8,192207167
1150738885,692700001,HTTP,Page 2,200,8,203430944
1193440933,692700005,HTTP,Page SSL,200,8083,349094948
1211297399,692700002,HTTP,Page 2,200,8,196290932
1217041695,692700004,HTTP,Page 1,200,17,184606046
1219003175,692700010,HTTP,Page 1,200,17,189561257
1307753291,692700011,HTTP,Page 1,200,17,178140809
1308045560,692700003,HTTP,Page 2,200,8,181505898
1309202947,692700009,HTTP,Page 2,200,8,178555166
1330239603,692700006,HTTP,Page SSL,200,8083,379862100
1330946629,692700000,HTTP,Page SSL,200,8083,387451892
1382470801,692700012,HTTP,Page 1,200,17,152632428
1383076433,692700005,HTTP,Page 1,200,17,189539649
1392207347,692700007,HTTP,Page SSL,200,8083,376105473
1393127228,692700004,HTTP,Page 2,200,8,175883469
1398481139,692700010,HTTP,Page 2,200,8,179332967
1491468826,692700011,HTTP,Page 2,200,8,183512815
1493421544,692700013,HTTP,Page 1,200,17,159910014
1510529319,692700000,HTTP,Page 1,200,17,179415722
1513554681,692700001,HTTP,Page SSL,200,8083,359919514
1516542975,692700006,HTTP,Page 1,200,17,186139374
1520948513,692700008,HTTP,Page SSL,200,8083,385997093
1557812728,692700007,HTTP,Page 1,200,17,165419478
1565121006,692700014,HTTP,Page 1,200,17,131000603
1572778863,692700012,HTTP,Page 2,200,8,190123000
1582730727,692700005,HTTP,Page 2,200,8,199522725
1587357896,692700002,HTTP,Page SSL,200,8083,373666743
1676219646,692700015,HTTP,Page 1,200,17,141823884
1678918300,692700009,HTTP,Page SSL,200,8083,367064270
1681907479,692700003,HTTP,Page SSL,200,8083,371763375
1683577969,692700008,HTTP,Page 1,200,17,162495788
1687441357,692700001,HTTP,Page 1,200,17,173699920
1692876418,692700006,HTTP,Page 2,200,8,176170699
1694226740,692700013,HTTP,Page 2,200,8,200708420
1695418853,692700000,HTTP,Page 2,200,8,184715469
1761206681,692700002,HTTP,Page 1,200,17,173547873
1781999308,692700007,HTTP,Page 2,200,8,224047127
1789311891,692700014,HTTP,Page 2,200,8,224009040
1807545363,692700004,HTTP,Page SSL,200,8083,413693430
1818495808,692700010,HTTP,Page SSL,200,8083,417664725
1832178076,692700015,HTTP,Page 2,200,8,155817423
1842416372,692700009,HTTP,Page 1,200,17,163382281
1863043968,692700011,HTTP,Page SSL,200,8083,370884638
1885502060,692700016,HTTP,Page 1,200,17,250706225
1897425220,692700001,HTTP,Page 2,200,8,209843215
1909035366,692700003,HTTP,Page 1,200,17,226932594
1910329333,692700008,HTTP,Page 2,200,8,225576392
1935397361,692700002,HTTP,Page 2,200,8,173751236
1940196730,692700017,HTTP,Page 1,200,17,204824990
1992305964,692700012,HTTP,Page SSL,200,8083,419137188
2011572381,692700004,HTTP,Page 1,200,17,203702775
2023167045,692700010,HTTP,Page 1,200,17,204520852
2030095078,692700011,HTTP,Page 1,200,17,166958242
2038232966,692700009,HTTP,Page 2,200,8,195697946
2038333141,692700006,HTTP,Page SSL,200,8083,344922442
2048548907,692700005,HTTP,Page SSL,200,8083,463838280
2079119632,692700018,HTTP,Page 1,200,17,237203990
2091534980,692700000,HTTP,Page SSL,200,8083,394790019
2104293948,692700014,HTTP,Page SSL,200,8083,312852319
2106945246,692700013,HTTP,Page SSL,200,8083,412049687
2110364171,692700003,HTTP,Page 2,200,8,201152338
2113322339,692700017,HTTP,Page 2,200,8,172824616
2118482539,692700016,HTTP,Page 2,200,8,232780939
2122983973,692700019,HTTP,Page 1,200,17,180981967
2174621192,692700007,HTTP,Page SSL,200,8083,391553952
2211532707,692700012,HTTP,Page 1,200,17,219060301
2216567147,692700015,HTTP,Page SSL,200,8083,382467066
2231511724,692700005,HTTP,Page 1,200,17,182832341
2240544797,692700010,HTTP,Page 2,200,8,217252361
2276740313,692700004,HTTP,Page 2,200,8,264987331
2287110223,692700020,HTTP,Page 1,200,17,244607074
2303443939,692700006,HTTP,Page 1,200,17,264994810
2311734998,692700011,HTTP,Page 2,200,8,281472210
2331492565,692700008,HTTP,Page SSL,200,8083,418668358
2375108099,692700014,HTTP,Page 1,200,17,270403065
2375354659,692700013,HTTP,Page 1,200,17,268245661
2375925935,692700001,HTTP,Page SSL,200,8083,477391908
2382774959,692700000,HTTP,Page 1,200,17,291072702
2382980310,692700019,HTTP,Page 2,200,8,259864784
2383142225,692700018,HTTP,Page 2,200,8,303609488
2406623414,692700021,HTTP,Page 1,200,17,264110490
2455552669,692700002,HTTP,Page SSL,200,8083,515639692
2510339047,692700022,HTTP,Page 1,200,17,267446684
2516205472,692700012,HTTP,Page 2,200,8,304533407
2527252589,692700007,HTTP,Page 1,200,17,352428450
2531720124,692700009,HTTP,Page SSL,200,8083,492224785
2538125057,692700005,HTTP,Page 2,200,8,306380423
2561234782,692700017,HTTP,Page SSL,200,8083,447410382
2561573543,692700015,HTTP,Page 1,200,17,344883673
2563994135,692700023,HTTP,Page 1,200,17,220955948
2605208185,692700006,HTTP,Page 2,200,8,301618451
2608611018,692700003,HTTP,Page SSL,200,8083,494548832
2611719949,692700008,HTTP,Page 1,200,17,280093527
2622314485,692700020,HTTP,Page 2,200,8,335027615
2657241720,692700014,HTTP,Page 2,200,8,282001998
2671176755,692700000,HTTP,Page 2,200,8,288225195
2695095409,692700016,HTTP,Page SSL,200,8083,575497059
2695756471,692700002,HTTP,Page 1,200,17,240027237
2705596970,692700010,HTTP,Page SSL,200,8083,463036980
2706275674,692700024,HTTP,Page 1,200,17,262858851
2734304324,692700001,HTTP,Page 1,200,17,358071741
2739942625,692700021,HTTP,Page 2,200,8,333147709
2748161610,692700013,HTTP,Page 2,200,8,372692029
2780643669,692700011,HTTP,Page SSL,200,8083,466828371
2796785688,692700017,HTTP,Page 1,200,17,235405396
2801841370,692700023,HTTP,Page 2,200,8,237719756
2811526331,692700015,HTTP,Page 2,200,8,249838742
2823404447,692700009,HTTP,Page 1,200,17,291489789
2878650085,692700004,HTTP,Page SSL,200,8083,600273750
2924584464,692700022,HTTP,Page 2,200,8,413946557
2955087941,692700012,HTTP,Page SSL,200,8083,437235970
2960358117,692700025,HTTP,Page 1,200,17,409099702
2963798112,692700007,HTTP,Page 2,200,8,436317270
2983585414,692700019,HTTP,Page SSL,200,8083,598647134
3033494368,692700005,HTTP,Page SSL,200,8083,494602538
3034485057,692700018,HTTP,Page SSL,200,8083,650784168
3035008505,692700008,HTTP,Page 2,200,8,423183186
3074678803,692700000,HTTP,Page SSL,200,8083,403046645
3086174412,692700026,HTTP,Page 1,200,17,434231401
3109084575,692700006,HTTP,Page SSL,200,8083,502852804
3115330233,692700020,HTTP,Page SSL,200,8083,491279335
3118807240,692700003,HTTP,Page 1,200,17,510055139
3162309427,692700001,HTTP,Page 2,200,8,427681881
3190817446,692700016,HTTP,Page 1,200,17,495586696
3193637414,692700014,HTTP,Page SSL,200,8083,535058457
3200242675,692700002,HTTP,Page 2,200,8,504381925
3205145569,692700013,HTTP,Page SSL,200,8083,454970210
3219675719,692700024,HTTP,Page 2,200,8,513275478
3230336798,692700021,HTTP,Page SSL,200,8083,488857024
3231725874,692700010,HTTP,Page 1,200,17,525995863
3240264081,692700027,HTTP,Page 1,200,17,487969783
3244164205,692700028,HTTP,Page 1,200,17,391347861
3266419306,692700023,HTTP,Page SSL,200,8083,461713405
3268750036,692700009,HTTP,Page 2,200,8,445212032
3285479158,692700015,HTTP,Page SSL,200,8083,471946697
3287207628,692700011,HTTP,Page 1,200,17,506316962
3289835101,692700017,HTTP,Page 2,200,8,492873467
3295553965,692700025,HTTP,Page 2,200,8,335005809
3302310071,692700029,HTTP,Page 1,200,17,349042460
3303724554,692700004,HTTP,Page 1,200,17,424941278
3324515852,692700012,HTTP,Page 1,200,17,369262552
3359664807,692700019,HTTP,Page 1,200,17,375847833
3366693997,692700005,HTTP,Page 1,200,17,333061149
3420145608,692700006,HTTP,Page 1,200,17,310872493
3421908075,692700003,HTTP,Page 2,200,8,302962497
3441182603,692700000,HTTP,Page 1,200,17,366355125
3442694739,692700030,HTTP,Page 1,200,17,388957899
3445272048,692700020,HTTP,Page 1,200,17,329761167
3453414083,692700018,HTTP,Page 1,200,17,418723124
3457273234,692700022,HTTP,Page SSL,200,8083,530634118
3465971138,692700026,HTTP,Page 2,200,8,379636962
3533282533,692700016,HTTP,Page 2,200,8,342340539
3553281292,692700014,HTTP,Page 1,200,17,359520880
3557351383,692700013,HTTP,Page 1,200,17,348666981
3557886859,692700007,HTTP,Page SSL,200,8083,575781126
3563152891,692700031,HTTP,Page 1,200,17,408967718
3616321414,692700001,HTTP,Page SSL,200,8083,452198834
3639140234,692700028,HTTP,Page 2,200,8,393378347
3639584971,692700029,HTTP,Page 2,200,8,337182948
3665350858,692700004,HTTP,Page 2,200,8,361513939
3668746512,692700011,HTTP,Page 2,200,8,381351820
3675057199,692700021,HTTP,Page 1,200,17,444537208
3687764134,692700015,HTTP,Page 1,200,17,402106857
3717322001,692700010,HTTP,Page 2,200,8,485496650
3720743779,692700027,HTTP,Page 2,200,8,480374988
3771428240,692700008,HTTP,Page SSL,200,8083,736041120
3771663531,692700023,HTTP,Page 1,200,17,504956244
3794854586,692700009,HTTP,Page SSL,200,8083,523454954
3803290683,692700032,HTTP,Page 1,200,17,543049350
3837896806,692700024,HTTP,Page SSL,200,8083,616415294
3845336352,692700002,HTTP,Page SSL,200,8083,643518203
3912185800,692700012,HTTP,Page 2,200,8,587575982
3912690755,692700006,HTTP,Page 2,200,8,492441979
3920806323,692700033,HTTP,Page 1,200,17,559236928
3933614674,692700025,HTTP,Page SSL,200,8083,637701314
3935953801,692700026,HTTP,Page SSL,200,8083,469097956
3952351241,692700003,HTTP,Page SSL,200,8083,528881373
3977514574,692700019,HTTP,Page 2,200,8,617702657
3994082508,692700017,HTTP,Page SSL,200,8083,702463708
4007142359,692700016,HTTP,Page SSL,200,8083,471446274
4052124864,692700005,HTTP,Page 2,200,8,684783623
4066197917,692700028,HTTP,Page SSL,200,8083,426562399
4090919026,692700020,HTTP,Page 2,200,8,645544722
4113761353,692700030,HTTP,Page 2,200,8,670883583
4147843181,692700018,HTTP,Page 2,200,8,694201799
4152830341,692700022,HTTP,Page 1,200,17,695401245
4164740824,692700029,HTTP,Page SSL,200,8083,522142003
4166144505,692700034,HTTP,Page 1,200,17,704463886
4179272330,692700027,HTTP,Page SSL,200,8083,456486481
4196699644,692700010,HTTP,Page SSL,200,8083,477508632
4199521855,692700011,HTTP,Page SSL,200,8083,529001626
4219170880,692700031,HTTP,Page 2,200,8,655937086
4219199370,692700000,HTTP,Page 2,200,8,777548674
4230243388,692700001,HTTP,Page 1,200,17,613628819
4237289010,692700014,HTTP,Page 2,200,8,683825283
4238762619,692700035,HTTP,Page 1,200,17,675879008
4263955416,692700007,HTTP,Page 1,200,17,705946888
4291620641,692700004,HTTP,Page SSL,200,8083,624646974
4307307762,692700013,HTTP,Page 2,200,8,749828932
4325706675,692700036,HTTP,Page 1,200,17,662895397
4358000954,692700008,HTTP,Page 1,200,17,586301383
4363484510,692700012,HTTP,Page SSL,200,8083,449271887
4373943601,692700015,HTTP,Page 2,200,8,686033149
4385906674,692700023,HTTP,Page 2,200,8,614129851
4414525078,692700019,HTTP,Page SSL,200,8083,436429669
4464205409,692700006,HTTP,Page SSL,200,8083,550041235
4484452098,692700005,HTTP,Page SSL,200,8083,431772465
4500921000,692700037,HTTP,Page 1,200,17,730741095
4501892698,692700002,HTTP,Page 1,200,17,656360474
4505507383,692700024,HTTP,Page 1,200,17,667468112
4511743106,692700038,HTTP,Page 1,200,17,641470567
4515842417,692700032,HTTP,Page 2,200,8,712221353
4524033718,692700021,HTTP,Page 2,200,8,848836329
4566721329,692700018,HTTP,Page SSL,200,8083,418145901
4581479742,692700009,HTTP,Page 1,200,17,786432161
4608187610,692700025,HTTP,Page 1,200,17,674457715
4608599178,692700026,HTTP,Page 1,200,17,672544996
4617159288,692700039,HTTP,Page 1,200,17,646742893
4639686366,692700003,HTTP,Page 1,200,17,687163406
4639875989,692700033,HTTP,Page 2,200,8,718892983
4657642962,692700016,HTTP,Page 1,200,17,650333105
4662054405,692700017,HTTP,Page 1,200,17,667823956
4668628270,692700014,HTTP,Page SSL,200,8083,428058851
4682334296,692700030,HTTP,Page SSL,200,8083,565176701
4698873312,692700020,HTTP,Page SSL,200,8083,605864486
4713456571,692700000,HTTP,Page SSL,200,8083,492853656
4720250584,692700028,HTTP,Page 1,200,17,653825947
4755875328,692700034,HTTP,Page 2,200,8,589468973
4757543105,692700040,HTTP,Page 1,200,17,677231912
4761485838,692700022,HTTP,Page 2,200,8,608511345
4771464577,692700029,HTTP,Page 1,200,17,606576495
4817205251,692700031,HTTP,Page SSL,200,8083,597285870
4821738485,692700013,HTTP,Page SSL,200,8083,510187724
4839893386,692700041,HTTP,Page 1,200,17,655328830
4841664360,692700035,HTTP,Page 2,200,8,602750071
4847469799,692700027,HTTP,Page 1,200,17,667727434
4856289753,692700010,HTTP,Page 1,200,17,659322234
4857114545,692700011,HTTP,Page 1,200,17,657441238
4911982528,692700036,HTTP,Page 2,200,8,586180486
4928584306,692700042,HTTP,Page 1,200,17,643557323
4935863510,692700001,HTTP,Page 2,200,8,705466571
4960964380,692700008,HTTP,Page 2,200,8,602814983
4961354464,692700004,HTTP,Page 1,200,17,669607551
4973287538,692700019,HTTP,Page 1,200,17,558530648
4984489836,692700043,HTTP,Page 1,200,17,599157078
5008479735,692700002,HTTP,Page 2,200,8,506418471
5010442392,692700044,HTTP,Page 1,200,17,521718149
5013423662,692700024,HTTP,Page 2,200,8,507798342
5013649825,692700007,HTTP,Page 2,200,8,749588616
5021476422,692700037,HTTP,Page 2,200,8,520415593
5033078301,692700005,HTTP,Page 1,200,17,548480084
5049213407,692700023,HTTP,Page SSL,200,8083,662889915
5057445267,692700006,HTTP,Page 1,200,17,593120575
5057899403,692700033,HTTP,Page SSL,200,8083,416482563
5059062680,692700012,HTTP,Page 1,200,17,695425134
5072557608,692700009,HTTP,Page 2,200,8,490924829
5107401213,692700026,HTTP,Page 2,200,8,498674476
5110708543,692700003,HTTP,Page 2,200,8,470850977
5112004548,692700018,HTTP,Page 1,200,17,545104377
5112462169,692700025,HTTP,Page 2,200,8,504196751
5115052652,692700045,HTTP,Page 1,200,17,519730385
5127821432,692700014,HTTP,Page 1,200,17,458936887
5141562681,692700030,HTTP,Page 1,200,17,459126620
5159033930,692700015,HTTP,Page SSL,200,8083,782844856
5193889059,692700046,HTTP,Page 1,200,17,498519265
5216498945,692700028,HTTP,Page 2,200,8,496145777
5218551490,692700016,HTTP,Page 2,200,8,560808037
5221944710,692700020,HTTP,Page 1,200,17,522958978
5284959553,692700000,HTTP,Page 1,200,17,571300693
5317764705,692700034,HTTP,Page SSL,200,8083,561351512
5392197820,692700008,HTTP,Page SSL,200,8083,429547447
5405659433,692700035,HTTP,Page SSL,200,8083,561343491
5417632402,692700021,HTTP,Page SSL,200,8083,891403370
5427938160,692700047,HTTP,Page 1,200,17,632117691
5431430184,692700032,HTTP,Page SSL,200,8083,913412936
5491104703,692700024,HTTP,Page SSL,200,8083,476402348
5492871761,692700001,HTTP,Page SSL,200,8083,556478082
5502160153,692700038,HTTP,Page 2,200,8,990192241
5510681583,692700041,HTTP,Page 2,200,8,670539593
5514381931,692700031,HTTP,Page 1,200,17,696921861
5537345864,692700009,HTTP,Page SSL,200,8083,462739346
5552433239,692700013,HTTP,Page 1,200,17,730504568
5605482322,692700029,HTTP,Page 2,200,8,833871258
5605883546,692700037,HTTP,Page SSL,200,8083,580082190
5620518428,692700007,HTTP,Page SSL,200,8083,605307718
5628787044,692700039,HTTP,Page 2,200,8,1011474935
5661580936,692700022,HTTP,Page SSL,200,8083,898339972
5664205935,692700019,HTTP,Page 2,200,8,690848718
5674185143,692700017,HTTP,Page 2,200,8,1011972484
5686490141,692700040,HTTP,Page 2,200,8,928810908
5687582558,692700011,HTTP,Page 2,200,8,830294563
5713248676,692700042,HTTP,Page 2,200,8,784542164
5797475609,692700010,HTTP,Page 2,200,8,940984489
5802882068,692700027,HTTP,Page 2,200,8,955185812
5815133857,692700028,HTTP,Page SSL,200,8083,596659854
5816863616,692700004,HTTP,Page 2,200,8,855348152
5822701002,692700006,HTTP,Page 2,200,8,765150781
5830537772,692700036,HTTP,Page SSL,200,8083,916466417
5871252868,692700002,HTTP,Page SSL,200,8083,852952242
5889101697,692700003,HTTP,Page SSL,200,8083,777321756
5929538846,692700023,HTTP,Page 1,200,17,880049013
5930431127,692700043,HTTP,Page 2,200,8,945871856
5933435804,692700049,HTTP,Page 1,200,17,912313296
5949344732,692700026,HTTP,Page SSL,200,8083,841011415
5968747239,692700048,HTTP,Page 1,200,17,1057166849
5975511623,692700050,HTTP,Page 1,200,17,854011483
6013266708,692700016,HTTP,Page SSL,200,8083,794299264
6014570530,692700041,HTTP,Page SSL,200,8083,503381435
6042387726,692700014,HTTP,Page 2,200,8,914327243
6043333755,692700015,HTTP,Page 1,200,17,884160222
6056225392,692700051,HTTP,Page 1,200,17,834520404
6058646646,692700012,HTTP,Page 2,200,8,999457851
6072405128,692700045,HTTP,Page 2,200,8,957188562
6084291488,692700044,HTTP,Page 2,200,8,1073753786
6092352638,692700000,HTTP,Page 2,200,8,806151337
6097528339,692700046,HTTP,Page 2,200,8,903529337
6103675620,692700017,HTTP,Page SSL,200,8083,427450333
6136836192,692700029,HTTP,Page SSL,200,8083,529455880
6138046452,692700033,HTTP,Page 1,200,17,1079732686
6138554541,692700034,HTTP,Page 1,200,17,820312134
6152252881,692700035,HTTP,Page 1,200,17,746450165
6175648820,692700019,HTTP,Page SSL,200,8083,510749900
6176570205,692700025,HTTP,Page SSL,200,8083,1060542431
6199101116,692700047,HTTP,Page 2,200,8,771004976
6200067067,692700038,HTTP,Page SSL,200,8083,697331995
6227736537,692700032,HTTP,Page 1,200,17,796157431
6229210539,692700008,HTTP,Page 1,200,17,836854463
6233619731,692700005,HTTP,Page 2,200,8,1200421440
6237873373,692700039,HTTP,Page SSL,200,8083,607598785
6251677238,692700024,HTTP,Page 1,200,17,760445991
6259185401,692700054,HTTP,Page 1,200,17,720982948
6279741098,692700018,HTTP,Page 2,200,8,1167488174
6296811538,692700009,HTTP,Page 1,200,17,759320866
6313940164,692700001,HTTP,Page 1,200,17,820931012
6318634719,692700042,HTTP,Page SSL,200,8083,603596565
6343191983,692700007,HTTP,Page 1,200,17,722556938
6370097038,692700030,HTTP,Page 2,200,8,1228375602
6370699818,692700004,HTTP,Page SSL,200,8083,553396575
6370772478,692700020,HTTP,Page 2,200,8,1148638973
6370900906,692700040,HTTP,Page SSL,200,8083,683896293
6382915823,692700055,HTTP,Page 1,200,17,741662115
6395910612,692700037,HTTP,Page 1,200,17,789730283
6396448129,692700022,HTTP,Page 1,200,17,734723087
6454048317,692700053,HTTP,Page 1,200,17,1016643796
6470389201,692700031,HTTP,Page 2,200,8,955714452
6485514152,692700027,HTTP,Page SSL,200,8083,680911271
6505233671,692700052,HTTP,Page 1,200,17,1171417910
6514629726,692700010,HTTP,Page SSL,200,8083,715027555
6521170564,692700021,HTTP,Page 1,200,17,1103363486
6534679481,692700056,HTTP,Page 1,200,17,792695090
6541628646,692700013,HTTP,Page 2,200,8,989095024
6637762916,692700003,HTTP,Page 1,200,17,748313829
6639062193,692700002,HTTP,Page 1,200,17,767681522
6656138242,692700036,HTTP,Page 1,200,17,825509497
6663229709,692700028,HTTP,Page 1,200,17,847954179
6669925353,692700057,HTTP,Page 1,200,17,820790985
6697018186,692700049,HTTP,Page 2,200,8,763513491
6705834992,692700026,HTTP,Page 1,200,17,756317724
6708174414,692700012,HTTP,Page SSL,200,8083,648923318
6709227930,692700059,HTTP,Page 1,200,17,659444760
6717175746,692700050,HTTP,Page 2,200,8,741574097
6718151492,692700058,HTTP,Page 1,200,17,768390577
6736785666,692700051,HTTP,Page 2,200,8,680454967
6748825213,692700048,HTTP,Page 2,200,8,779805919
6750218300,692700016,HTTP,Page 1,200,17,736829223
6782819615,692700043,HTTP,Page SSL,200,8083,850586476
6846780576,692700023,HTTP,Page 2,200,8,917107654
6853782052,692700041,HTTP,Page 1,200,17,839063736
6857711425,692700015,HTTP,Page 2,200,8,814151014
6885234250,692700060,HTTP,Page 1,200,17,735261330
6887127770,692700035,HTTP,Page 2,200,8,734609105
6890705952,692700046,HTTP,Page SSL,200,8083,790968769
6910534597,692700014,HTTP,Page SSL,200,8083,860541863
6920463954,692700034,HTTP,Page 2,200,8,781750691
6921260762,692700005,HTTP,Page SSL,200,8083,687004337
6932577536,692700047,HTTP,Page SSL,200,8083,722096355
6933094658,692700019,HTTP,Page 1,200,17,757163448
6944534124,692700011,HTTP,Page SSL,200,8083,1256546339
6976349948,692700000,HTTP,Page SSL,200,8083,881817001
6979400229,692700044,HTTP,Page SSL,200,8083,893840626
6997036178,692700029,HTTP,Page 1,200,17,860044657
